Sample Time,Vehicle Speed,Engine Speed,Engine Fuel Rate,Vehicle Fuel Rate
00:00.0,0,700,0.26,0.26
00:00.0,0,696,0.26,0.26
00:00.1,0,699,0.26,0.26
00:00.1,0,700,0.26,0.26
00:00.2,0,703,0.26,0.26
00:00.3,0,707,0.26,0.26
00:00.3,0,710,0.26,0.26
00:00.4,0,708,0.26,0.26
00:00.5,0,710,0.26,0.26
00:00.5,0,710,0.26,0.26
00:00.6,0,714,0.26,0.26
00:00.6,0,706,0.26,0.26
00:00.7,0,697,0.26,0.26
00:00.8,0,692,0.26,0.26
00:00.8,0,699,0.26,0.26
00:00.9,0,701,0.26,0.26
00:01.0,0,710,0.26,0.26
00:01.0,0,717,0.26,0.26
00:01.0,0,715,0.26,0.26
00:01.1,0,718,0.26,0.26
00:01.2,0,715,0.26,0.26
00:01.2,0,714,0.26,0.26
00:01.3,0,714,0.26,0.26
00:01.4,0,703,0.26,0.26
00:01.4,0,697,0.26,0.26
00:01.5,0,696,0.26,0.26
00:01.5,0,697,0.26,0.26
00:01.6,0,699,0.26,0.26
00:01.7,0,707,0.26,0.26
00:01.7,0,707,0.26,0.26
00:01.8,0,714,0.26,0.26
00:01.8,0,709,0.26,0.26
00:01.9,0,710,0.26,0.26
00:01.9,0,707,0.26,0.26
00:02.0,0,709,0.26,0.26
00:02.0,0,702,0.26,0.26
00:02.1,0,696,0.26,0.26
00:02.1,0,690,0.26,0.26
00:02.2,0,690,0.26,0.26
00:02.2,0,693,0.26,0.26
00:02.3,0,695,0.26,0.26
00:02.3,0,700,0.26,0.26
00:02.4,0,707,0.26,0.26
00:02.5,0,707,0.26,0.26
00:02.5,0,704,0.26,0.26
00:02.6,0,705,0.26,0.26
00:02.6,0,702,0.26,0.26
00:02.7,0,701,0.26,0.26
00:02.8,0,694,0.26,0.26
00:02.8,0,686,0.26,0.26
00:02.9,0,684,0.26,0.26
00:03.0,0,693,0.26,0.26
00:03.0,0,697,0.26,0.26
00:03.1,0,711,0.26,0.26
00:03.1,0,716,0.26,0.26
00:03.2,0,715,0.26,0.26
00:03.3,0,715,0.26,0.26
00:03.3,0,717,0.26,0.26
00:03.4,0,717,0.26,0.26
00:03.4,0,709,0.26,0.26
00:03.5,0,703,0.26,0.26
00:03.5,0,700,0.26,0.26
00:03.6,0,703,0.26,0.26
00:03.6,0,700,0.26,0.26
00:03.7,0,698,0.26,0.26
00:03.8,0,708,0.26,0.26
00:03.8,0,707,0.26,0.26
00:03.9,0,708,0.26,0.26
00:03.9,0,709,0.26,0.26
00:04.0,0,709,0.26,0.26
00:04.1,0,705,0.26,0.26
00:04.1,0,700,0.26,0.26
00:04.2,0,691,0.26,0.26
00:04.3,0,688,0.26,0.26
00:04.3,0,691,0.26,0.26
00:04.4,0,691,0.26,0.26
00:04.4,0,696,0.26,0.26
00:04.5,0,706,0.26,0.26
00:04.5,0,703,0.26,0.26
00:04.6,0,706,0.26,0.26
00:04.6,0,703,0.26,0.26
00:04.7,0,706,0.26,0.26
00:04.8,0,706,0.26,0.26
00:04.8,0,705,0.26,0.26
00:04.9,0,696,0.26,0.26
00:04.9,0,689,0.26,0.26
00:05.0,0,695,0.26,0.26
00:05.1,0,695,0.26,0.26
00:05.2,0,698,0.26,0.26
00:05.2,0,710,0.26,0.26
00:05.3,0,715,0.26,0.26
00:05.3,0,713,0.26,0.26
00:05.4,0,711,0.26,0.26
00:05.5,0,714,0.26,0.26
00:05.5,0,707,0.26,0.26
00:05.6,0,696,0.26,0.26
00:05.7,0,691,0.26,0.26
00:05.7,0,694,0.26,0.26
00:05.8,0,695,0.26,0.26
00:05.9,0,703,0.26,0.26
00:05.9,0,709,0.26,0.26
00:06.0,0,712,0.26,0.26
00:06.0,0,710,0.26,0.26
00:06.1,0,710,0.26,0.26
00:06.2,0,710,0.26,0.26
00:06.3,0,700,0.26,0.26
00:06.3,0,689,0.26,0.26
00:06.4,0,692,0.26,0.26
00:06.5,0,694,0.26,0.26
00:06.6,0,702,0.26,0.26
00:06.6,0,710,0.26,0.26
00:06.7,0,716,0.26,0.26
00:06.8,0,713,0.26,0.26
00:06.8,0,715,0.26,0.26
00:06.9,0,713,0.26,0.26
00:07.0,0,700,0.26,0.26
00:07.0,0,696,0.26,0.26
00:07.1,0,698,0.26,0.26
00:07.2,0,699,0.26,0.26
00:07.2,0,699,0.26,0.26
00:07.3,0,710,0.26,0.26
00:07.3,0,709,0.26,0.26
00:07.4,0,710,0.26,0.26
00:07.5,0,708,0.26,0.26
00:07.5,0,710,0.26,0.26
00:07.6,0,709,0.26,0.26
00:07.7,0,700,0.26,0.26
00:07.7,0,692,0.26,0.26
00:07.8,0,692,0.26,0.26
00:07.9,0,696,0.26,0.26
00:07.9,0,697,0.26,0.26
00:08.0,0,710,0.26,0.26
00:08.1,0,714,0.26,0.26
00:08.2,0,714,0.26,0.26
00:08.3,0,713,0.26,0.26
00:08.3,0,710,0.26,0.26
00:08.4,0,697,0.26,0.26
00:08.5,0,689,0.24,0.24
00:08.5,0,697,0.24,0.24
00:08.6,0,699,0.24,0.24
00:08.7,0,710,0.24,0.24
00:08.7,0,714,0.24,0.24
00:08.8,0,714,0.24,0.24
00:08.9,0,713,0.24,0.24
00:08.9,0,714,0.26,0.26
00:09.0,0,714,0.26,0.26
00:09.0,0,709,0.26,0.26
00:09.1,0,697,0.26,0.26
00:09.2,0,699,0.26,0.26
00:09.2,0,697,0.26,0.26
00:09.3,0,698,0.26,0.26
00:09.3,0,696,0.26,0.26
00:09.4,0,710,0.26,0.26
00:09.5,0,710,0.26,0.26
00:09.5,0,709,0.26,0.26
00:09.6,0,707,0.26,0.26
00:09.7,0,705,0.26,0.26
00:09.8,0,696,0.26,0.26
00:09.8,0,686,0.26,0.26
00:09.9,0,687,0.26,0.26
00:10.0,0,693,0.26,0.26
00:10.0,0,699,0.24,0.24
00:10.1,0,709,0.24,0.24
00:10.2,0,710,0.24,0.24
00:10.2,0,710,0.24,0.24
00:10.3,0,712,0.24,0.24
00:10.4,0,710,0.24,0.24
00:10.4,0,696,0.24,0.24
00:10.5,0,685,0.26,0.26
00:10.6,0,684,0.26,0.26
00:10.7,0,682,0.26,0.26
00:10.7,0,695,0.26,0.26
00:10.8,0,730,0.26,0.26
00:10.9,0,781,0.26,0.26
00:10.9,0,799,0.26,0.26
00:11.0,0,810,0.26,0.26
00:11.1,0,801,0.3,0.3
00:11.2,0,752,0.3,0.3
00:11.2,0,701,0.3,0.3
00:11.3,0,689,0.3,0.3
00:11.3,0,679,0.3,0.3
00:11.4,0,696,0.3,0.3
00:11.5,0,724,0.3,0.3
00:11.5,0,729,0.3,0.3
00:11.6,0,717,0.36,0.36
00:11.7,0,712,0.36,0.36
00:11.7,0,707,0.36,0.36
00:11.8,0,702,0.36,0.36
00:11.9,0,701,0.36,0.36
00:11.9,0,701,0.36,0.36
00:12.0,0,700,0.36,0.36
00:12.1,0,697,0.36,0.36
00:12.2,0,696,0.38,0.38
00:12.2,0,691,0.38,0.38
00:12.3,0,690,0.38,0.38
00:12.4,0,689,0.38,0.38
00:12.4,0,690,0.38,0.38
00:12.5,0,704,0.38,0.38
00:12.6,0,696,0.38,0.38
00:12.6,0,692,0.36,0.36
00:12.7,0,703,0.36,0.36
00:12.8,0,710,0.36,0.36
00:12.8,0,710,0.36,0.36
00:12.9,0,713,0.36,0.36
00:13.0,0,711,0.36,0.36
00:13.0,0,706,0.36,0.36
00:13.1,0,705,0.36,0.36
00:13.2,0,700,0.36,0.36
00:13.2,0,691,0.36,0.36
00:13.3,0,689,0.36,0.36
00:13.4,0,691,0.36,0.36
00:13.4,0,689,0.36,0.36
00:13.5,0,689,0.36,0.36
00:13.6,0,691,0.36,0.36
00:13.7,0,692,0.32,0.32
00:13.7,0,696,0.32,0.32
00:13.8,0,701,0.32,0.32
00:13.9,0,699,0.32,0.32
00:13.9,0,695,0.32,0.32
00:14.0,0,697,0.32,0.32
00:14.0,0,701,0.32,0.32
00:14.1,0,699,0.32,0.32
00:14.2,0,702,0.32,0.32
00:14.2,0,703,0.32,0.32
00:14.3,0,710,0.32,0.32
00:14.4,0,714,0.32,0.32
00:14.4,0,714,0.32,0.32
00:14.5,0,725,0.32,0.32
00:14.6,3,738,0.32,0.32
00:14.7,3,761,0.32,0.32
00:14.7,3,790,0.34,0.34
00:14.8,3,814,0.34,0.34
00:14.9,3,840,0.34,0.34
00:14.9,3,898,0.34,0.34
00:15.0,3,946,0.34,0.34
00:15.1,3,994,0.34,0.34
00:15.1,3,1049,0.34,0.34
00:15.2,3,1106,0.34,0.34
00:15.3,3,1145,0.48,0.48
00:15.3,3,1200,0.48,0.48
00:15.4,3,1235,0.48,0.48
00:15.4,3,1275,0.48,0.48
00:15.5,5,1303,0.48,0.48
00:15.5,5,1327,0.48,0.48
00:15.6,5,1340,0.48,0.48
00:15.7,5,1351,0.48,0.48
00:15.8,5,1364,0.48,0.48
00:15.8,5,1393,0.76,0.76
00:15.9,5,1444,0.76,0.76
00:16.0,7,1515,0.76,0.76
00:16.0,7,1551,0.76,0.76
00:16.1,7,1578,0.76,0.76
00:16.1,7,1600,0.76,0.76
00:16.2,7,1629,0.76,0.76
00:16.3,7,1661,0.76,0.76
00:16.3,7,1721,1,1
00:16.4,7,1782,1,1
00:16.5,9,1861,1,1
00:16.5,9,1914,1,1
00:16.6,9,1995,1,1
00:16.7,9,2082,1,1
00:16.7,9,2148,1,1
00:16.8,9,2207,1.44,1.44
00:16.9,9,2232,1.44,1.44
00:16.9,12,2278,1.44,1.44
00:17.0,12,2353,1.44,1.44
00:17.1,12,2420,1.44,1.44
00:17.1,12,2482,1.44,1.44
00:17.2,12,2538,1.44,1.44
00:17.3,12,2567,1.44,1.44
00:17.4,15,2598,1.92,1.92
00:17.4,15,2638,1.92,1.92
00:17.5,15,2687,1.92,1.92
00:17.6,15,2709,1.92,1.92
00:17.6,15,2670,1.92,1.92
00:17.7,15,2585,1.92,1.92
00:17.7,15,2460,1.92,1.92
00:17.8,15,2375,1.92,1.92
00:17.9,18,2269,2.1,2.1
00:18.0,18,2142,2.1,2.1
00:18.0,18,2075,2.1,2.1
00:18.1,18,2007,2.1,2.1
00:18.1,18,1980,2.1,2.1
00:18.2,18,1964,2.1,2.1
00:18.3,18,1957,2.1,2.1
00:18.3,21,1957,2.1,2.1
00:18.4,21,1986,1.94,1.94
00:18.5,21,2033,1.94,1.94
00:18.5,21,2053,1.94,1.94
00:18.6,21,2062,1.94,1.94
00:18.6,21,2079,1.94,1.94
00:18.7,21,2107,1.94,1.94
00:18.7,21,2141,1.94,1.94
00:18.8,24,2169,1.94,1.94
00:18.8,24,2182,1.94,1.94
00:18.9,24,2197,1.94,1.94
00:18.9,24,2215,1.92,1.92
00:19.0,24,2246,1.92,1.92
00:19.0,24,2282,1.92,1.92
00:19.1,24,2314,1.92,1.92
00:19.2,24,2340,1.92,1.92
00:19.2,24,2352,1.92,1.92
00:19.3,28,2383,1.92,1.92
00:19.4,28,2446,1.92,1.92
00:19.4,28,2476,1.92,1.92
00:19.5,28,2488,2.16,2.16
00:19.6,28,2517,2.16,2.16
00:19.6,28,2552,2.16,2.16
00:19.7,28,2584,2.16,2.16
00:19.8,31,2566,2.16,2.16
00:19.8,31,2562,2.16,2.16
00:19.9,31,2504,2.16,2.16
00:20.0,31,2403,2.32,2.32
00:20.0,31,2239,2.32,2.32
00:20.1,31,2146,2.32,2.32
00:20.2,31,2023,2.32,2.32
00:20.2,34,1950,2.32,2.32
00:20.3,34,1871,2.32,2.32
00:20.3,34,1839,2.32,2.32
00:20.4,34,1806,2.32,2.32
00:20.5,34,1807,2.16,2.16
00:20.6,34,1793,2.16,2.16
00:20.7,36,1793,2.16,2.16
00:20.7,36,1802,2.16,2.16
00:20.8,36,1813,2.16,2.16
00:20.9,36,1805,2.16,2.16
00:20.9,36,1782,2.16,2.16
00:21.0,36,1784,1.82,1.82
00:21.1,36,1798,1.82,1.82
00:21.1,38,1790,1.82,1.82
00:21.2,38,1782,1.82,1.82
00:21.3,38,1793,1.82,1.82
00:21.3,38,1792,1.82,1.82
00:21.4,38,1781,1.82,1.82
00:21.5,38,1762,1.82,1.82
00:21.6,38,1750,1.14,1.14
00:21.6,37,1728,1.14,1.14
00:21.7,37,1704,1.14,1.14
00:21.8,37,1700,1.14,1.14
00:21.8,37,1696,1.14,1.14
00:21.9,37,1676,1.14,1.14
00:21.9,37,1650,1.14,1.14
00:22.0,37,1624,1.14,1.14
00:22.1,37,1578,0.44,0.44
00:22.1,37,1539,0.44,0.44
00:22.2,37,1496,0.44,0.44
00:22.3,37,1453,0.44,0.44
00:22.3,37,1420,0.44,0.44
00:22.4,37,1369,0.44,0.44
00:22.4,37,1340,0.44,0.44
00:22.5,37,1314,0.44,0.44
00:22.5,36,1285,0.44,0.44
00:22.6,36,1247,0.3,0.3
00:22.7,36,1219,0.3,0.3
00:22.7,36,1183,0.3,0.3
00:22.8,36,1129,0.3,0.3
00:22.9,36,1072,0.3,0.3
00:23.0,36,1025,0.3,0.3
00:23.0,33,996,0.3,0.3
00:23.1,33,961,0.24,0.24
00:23.2,33,930,0.24,0.24
00:23.3,33,897,0.24,0.24
00:23.3,33,886,0.24,0.24
00:23.4,33,878,0.24,0.24
00:23.5,30,868,0.24,0.24
00:23.6,30,865,0.24,0.24
00:23.6,30,856,0.22,0.22
00:23.7,30,845,0.22,0.22
00:23.8,30,832,0.22,0.22
00:23.8,30,821,0.22,0.22
00:23.8,30,810,0.22,0.22
00:23.9,30,796,0.22,0.22
00:23.9,27,785,0.22,0.22
00:24.0,27,780,0.22,0.22
00:24.1,27,781,0.22,0.22
00:24.1,27,791,0.22,0.22
00:24.2,27,800,0.24,0.24
00:24.2,27,815,0.24,0.24
00:24.3,27,828,0.24,0.24
00:24.4,27,825,0.24,0.24
00:24.5,23,802,0.24,0.24
00:24.5,23,784,0.24,0.24
00:24.6,23,755,0.24,0.24
00:24.7,23,721,0.28,0.28
00:24.8,23,693,0.28,0.28
00:24.8,23,685,0.28,0.28
00:24.9,23,685,0.28,0.28
00:24.9,18,691,0.28,0.28
00:25.0,18,703,0.28,0.28
00:25.0,18,709,0.28,0.28
00:25.1,18,717,0.28,0.28
00:25.1,18,721,0.28,0.28
00:25.2,18,729,0.28,0.28
00:25.2,18,733,0.3,0.3
00:25.3,18,738,0.3,0.3
00:25.4,14,732,0.3,0.3
00:25.4,14,720,0.3,0.3
00:25.5,14,715,0.3,0.3
00:25.5,14,704,0.3,0.3
00:25.6,14,696,0.3,0.3
00:25.7,14,693,0.3,0.3
00:25.8,14,686,0.3,0.3
00:25.8,14,681,0.3,0.3
00:25.9,10,682,0.3,0.3
00:25.9,10,676,0.3,0.3
00:26.0,10,674,0.3,0.3
00:26.0,10,671,0.3,0.3
00:26.1,10,669,0.3,0.3
00:26.2,10,671,0.3,0.3
00:26.2,10,676,0.3,0.3
00:26.3,7,688,0.3,0.3
00:26.4,7,698,0.3,0.3
00:26.5,7,703,0.3,0.3
00:26.5,7,708,0.3,0.3
00:26.6,7,705,0.3,0.3
00:26.7,7,705,0.3,0.3
00:26.8,7,700,0.3,0.3
00:26.8,5,699,0.32,0.32
00:26.9,5,701,0.32,0.32
00:26.9,5,697,0.32,0.32
00:27.0,5,696,0.32,0.32
00:27.1,5,701,0.32,0.32
00:27.2,5,698,0.32,0.32
00:27.2,5,696,0.32,0.32
00:27.3,3,694,0.32,0.32
00:27.4,3,689,0.32,0.32
00:27.4,3,685,0.32,0.32
00:27.5,3,682,0.32,0.32
00:27.6,3,682,0.32,0.32
00:27.7,3,687,0.32,0.32
00:27.7,3,689,0.32,0.32
00:27.8,3,696,0.32,0.32
00:27.9,3,700,0.32,0.32
00:28.0,3,695,0.32,0.32
00:28.0,3,699,0.32,0.32
00:28.1,3,698,0.32,0.32
00:28.2,3,693,0.32,0.32
00:28.2,3,692,0.32,0.32
00:28.3,3,691,0.32,0.32
00:28.4,3,693,0.3,0.3
00:28.5,3,697,0.3,0.3
00:28.5,3,695,0.3,0.3
00:28.6,3,699,0.3,0.3
00:28.7,3,696,0.3,0.3
00:28.7,3,693,0.3,0.3
00:28.8,3,690,0.3,0.3
00:28.9,3,682,0.3,0.3
00:28.9,3,684,0.3,0.3
00:29.0,3,684,0.3,0.3
00:29.1,3,685,0.3,0.3
00:29.2,3,689,0.3,0.3
00:29.2,3,690,0.3,0.3
00:29.3,3,690,0.3,0.3
00:29.4,3,692,0.3,0.3
00:29.5,3,692,0.3,0.3
00:29.5,3,689,0.3,0.3
00:29.6,3,701,0.3,0.3
00:29.7,3,717,0.3,0.3
00:29.7,3,754,0.3,0.3
00:29.8,3,769,0.3,0.3
00:29.9,3,778,0.3,0.3
00:30.0,3,778,0.34,0.34
00:30.0,3,775,0.34,0.34
00:30.1,0,772,0.34,0.34
00:30.2,0,761,0.34,0.34
00:30.2,0,742,0.34,0.34
00:30.3,0,741,0.34,0.34
00:30.4,0,812,0.34,0.34
00:30.5,0,929,0.4,0.4
00:30.5,0,1002,0.4,0.4
00:30.6,0,1074,0.4,0.4
00:30.7,0,1104,0.4,0.4
00:30.7,0,1128,0.4,0.4
00:30.8,0,1139,0.4,0.4
00:30.9,0,1155,0.4,0.4
00:30.9,0,1151,0.4,0.4
00:31.0,0,1140,0.58,0.58
00:31.0,0,1117,0.58,0.58
00:31.1,0,1076,0.58,0.58
00:31.2,0,1045,0.58,0.58
00:31.2,0,1040,0.58,0.58
00:31.3,0,1040,0.58,0.58
00:31.4,0,1054,0.58,0.58
00:31.5,0,1075,0.58,0.58
00:31.5,4,1097,0.66,0.66
00:31.6,4,1107,0.66,0.66
00:31.7,4,1119,0.66,0.66
00:31.8,4,1130,0.66,0.66
00:31.8,4,1137,0.66,0.66
00:31.9,4,1151,0.66,0.66
00:32.0,6,1170,0.66,0.66
00:32.1,6,1187,0.56,0.56
00:32.1,6,1205,0.56,0.56
00:32.2,6,1214,0.56,0.56
00:32.3,6,1225,0.56,0.56
00:32.4,6,1232,0.56,0.56
00:32.4,6,1243,0.56,0.56
00:32.5,8,1257,0.56,0.56
00:32.6,8,1261,0.58,0.58
00:32.6,8,1263,0.58,0.58
00:32.7,8,1261,0.58,0.58
00:32.8,8,1267,0.58,0.58
00:32.9,8,1276,0.58,0.58
00:32.9,8,1288,0.58,0.58
00:33.0,8,1298,0.58,0.58
00:33.0,8,1306,0.58,0.58
00:33.1,8,1321,0.54,0.54
00:33.2,8,1328,0.54,0.54
00:33.2,8,1333,0.54,0.54
00:33.3,8,1332,0.54,0.54
00:33.4,8,1320,0.54,0.54
00:33.5,8,1307,0.54,0.54
00:33.5,8,1300,0.54,0.54
00:33.6,8,1293,0.54,0.54
00:33.6,8,1285,0.46,0.46
00:33.7,8,1275,0.46,0.46
00:33.7,8,1268,0.46,0.46
00:33.8,8,1259,0.46,0.46
00:33.9,10,1239,0.46,0.46
00:34.0,10,1218,0.46,0.46
00:34.0,10,1200,0.46,0.46
00:34.0,10,1187,0.46,0.46
00:34.1,10,1177,0.36,0.36
00:34.2,10,1166,0.36,0.36
00:34.2,10,1143,0.36,0.36
00:34.3,10,1128,0.36,0.36
00:34.3,10,1112,0.36,0.36
00:34.4,10,1094,0.36,0.36
00:34.5,10,1070,0.36,0.36
00:34.5,10,1056,0.36,0.36
00:34.5,10,1042,0.36,0.36
00:34.6,10,1032,0.36,0.36
00:34.7,10,1016,0.26,0.26
00:34.8,10,1005,0.26,0.26
00:34.8,9,995,0.26,0.26
00:34.9,9,982,0.26,0.26
00:35.0,9,967,0.26,0.26
00:35.1,9,951,0.26,0.26
00:35.1,9,936,0.26,0.26
00:35.2,9,920,0.22,0.22
00:35.3,9,910,0.22,0.22
00:35.3,9,902,0.22,0.22
00:35.4,9,890,0.22,0.22
00:35.5,9,883,0.22,0.22
00:35.5,9,880,0.22,0.22
00:35.6,9,872,0.22,0.22
00:35.6,9,870,0.22,0.22
00:35.7,9,867,0.24,0.24
00:35.8,9,859,0.24,0.24
00:35.8,9,851,0.24,0.24
00:35.9,9,846,0.24,0.24
00:36.0,9,840,0.24,0.24
00:36.0,9,838,0.24,0.24
00:36.1,9,836,0.24,0.24
00:36.2,9,841,0.24,0.24
00:36.3,8,842,0.26,0.26
00:36.3,8,840,0.26,0.26
00:36.4,8,839,0.26,0.26
00:36.5,8,835,0.26,0.26
00:36.6,8,834,0.26,0.26
00:36.6,8,832,0.26,0.26
00:36.7,7,828,0.26,0.26
00:36.8,7,826,0.26,0.26
00:36.8,7,823,0.26,0.26
00:36.9,7,824,0.26,0.26
00:36.9,7,823,0.26,0.26
00:37.0,7,817,0.26,0.26
00:37.1,7,809,0.26,0.26
00:37.2,6,802,0.26,0.26
00:37.2,6,793,0.26,0.26
00:37.3,6,782,0.26,0.26
00:37.4,6,770,0.26,0.26
00:37.4,6,761,0.26,0.26
00:37.5,6,753,0.26,0.26
00:37.6,6,753,0.26,0.26
00:37.6,6,746,0.26,0.26
00:37.7,6,739,0.26,0.26
00:37.7,6,730,0.26,0.26
00:37.8,6,714,0.26,0.26
00:37.9,6,698,0.26,0.26
00:38.0,6,685,0.26,0.26
00:38.0,6,680,0.26,0.26
00:38.1,5,685,0.26,0.26
00:38.2,5,694,0.26,0.26
00:38.3,5,701,0.26,0.26
00:38.3,5,702,0.28,0.28
00:38.4,5,703,0.28,0.28
00:38.5,5,704,0.28,0.28
00:38.5,4,703,0.28,0.28
00:38.6,4,696,0.28,0.28
00:38.7,4,692,0.28,0.28
00:38.7,4,695,0.28,0.28
00:38.8,4,697,0.28,0.28
00:38.9,4,700,0.3,0.3
00:38.9,4,701,0.3,0.3
00:39.0,4,707,0.3,0.3
00:39.1,3,710,0.3,0.3
00:39.1,3,710,0.3,0.3
00:39.2,3,710,0.3,0.3
00:39.3,3,706,0.3,0.3
00:39.4,3,702,0.32,0.32
00:39.4,3,703,0.32,0.32
00:39.5,3,704,0.32,0.32
00:39.6,3,700,0.32,0.32
00:39.6,3,704,0.32,0.32
00:39.7,3,705,0.32,0.32
00:39.8,3,705,0.32,0.32
00:39.8,3,703,0.32,0.32
00:39.9,3,700,0.3,0.3
00:40.0,3,698,0.3,0.3
00:40.0,3,689,0.3,0.3
00:40.1,3,689,0.3,0.3
00:40.2,3,690,0.3,0.3
00:40.2,3,692,0.3,0.3
00:40.3,3,694,0.3,0.3
00:40.4,3,698,0.3,0.3
00:40.4,3,700,0.3,0.3
00:40.5,3,701,0.3,0.3
00:40.6,3,701,0.3,0.3
00:40.7,3,700,0.3,0.3
00:40.7,3,698,0.3,0.3
00:40.8,3,692,0.3,0.3
00:40.9,3,695,0.3,0.3
00:40.9,3,697,0.3,0.3
00:41.0,3,696,0.3,0.3
00:41.1,3,697,0.3,0.3
00:41.1,3,698,0.3,0.3
00:41.2,3,703,0.3,0.3
00:41.3,3,701,0.3,0.3
00:41.4,3,696,0.3,0.3
00:41.5,3,692,0.32,0.32
00:41.5,3,693,0.32,0.32
00:41.6,3,691,0.32,0.32
00:41.7,3,689,0.32,0.32
00:41.8,3,693,0.32,0.32
00:41.8,3,697,0.32,0.32
00:41.9,0,700,0.32,0.32
00:42.0,0,697,0.32,0.32
00:42.0,0,696,0.32,0.32
00:42.1,0,691,0.32,0.32
00:42.2,0,692,0.32,0.32
00:42.3,0,692,0.32,0.32
00:42.3,0,692,0.32,0.32
00:42.4,0,695,0.32,0.32
00:42.5,0,700,0.32,0.32
00:42.5,0,696,0.32,0.32
00:42.6,0,700,0.32,0.32
00:42.6,0,700,0.32,0.32
00:42.7,0,701,0.32,0.32
00:42.8,0,699,0.32,0.32
00:42.9,0,690,0.32,0.32
00:42.9,0,689,0.32,0.32
00:43.0,0,691,0.32,0.32
00:43.1,0,692,0.3,0.3
00:43.1,0,693,0.3,0.3
00:43.2,0,697,0.3,0.3
00:43.2,0,696,0.3,0.3
00:43.3,0,698,0.3,0.3
00:43.4,0,699,0.3,0.3
00:43.4,0,697,0.3,0.3
00:43.5,0,697,0.3,0.3
00:43.6,0,692,0.3,0.3
00:43.6,0,693,0.3,0.3
00:43.7,0,694,0.3,0.3
00:43.7,0,694,0.3,0.3
00:43.8,0,695,0.3,0.3
00:43.9,0,700,0.3,0.3
00:43.9,0,699,0.3,0.3
00:44.0,0,696,0.3,0.3
00:44.1,0,699,0.3,0.3
00:44.1,0,698,0.3,0.3
00:44.2,0,700,0.3,0.3
00:44.2,0,696,0.3,0.3
00:44.3,0,690,0.3,0.3
00:44.3,0,691,0.3,0.3
00:44.4,0,692,0.3,0.3
00:44.5,0,692,0.3,0.3
00:44.5,0,695,0.3,0.3
00:44.6,0,700,0.3,0.3
00:44.7,0,703,0.3,0.3
00:44.8,0,699,0.3,0.3
00:44.8,0,700,0.3,0.3
00:44.9,0,699,0.3,0.3
00:44.9,0,693,0.3,0.3
00:45.0,0,693,0.3,0.3
00:45.0,0,692,0.3,0.3
00:45.1,0,695,0.3,0.3
00:45.1,0,695,0.32,0.32
00:45.2,0,696,0.32,0.32
00:45.3,0,700,0.32,0.32
00:45.3,0,700,0.32,0.32
00:45.4,0,705,0.32,0.32
00:45.5,0,706,0.32,0.32
00:45.5,0,704,0.32,0.32
00:45.6,0,704,0.32,0.32
00:45.7,0,693,0.32,0.32
00:45.7,0,695,0.32,0.32
00:45.8,0,696,0.32,0.32
00:45.9,0,699,0.32,0.32
00:45.9,0,699,0.32,0.32
00:46.0,0,703,0.32,0.32
00:46.1,0,704,0.32,0.32
00:46.2,0,703,0.32,0.32
00:46.2,0,702,0.3,0.3
00:46.3,0,700,0.3,0.3
00:46.3,0,696,0.3,0.3
00:46.4,0,696,0.3,0.3
00:46.5,0,696,0.3,0.3
00:46.5,0,696,0.3,0.3
00:46.6,0,692,0.3,0.3
00:46.7,0,697,0.3,0.3
00:46.7,0,696,0.3,0.3
00:46.8,0,700,0.3,0.3
00:46.9,0,700,0.3,0.3
00:47.0,0,697,0.3,0.3
00:47.0,0,692,0.3,0.3
00:47.1,0,693,0.3,0.3
00:47.2,0,694,0.3,0.3
00:47.2,0,697,0.3,0.3
00:47.3,0,698,0.3,0.3
00:47.4,0,703,0.3,0.3
00:47.5,0,702,0.3,0.3
00:47.5,0,700,0.3,0.3
00:47.6,0,698,0.3,0.3
00:47.6,0,699,0.3,0.3
00:47.7,0,696,0.3,0.3
00:47.8,0,690,0.32,0.32
00:47.9,0,692,0.32,0.32
00:47.9,0,692,0.32,0.32
00:48.0,0,693,0.32,0.32
00:48.0,0,696,0.32,0.32
00:48.1,0,698,0.32,0.32
00:48.2,0,697,0.32,0.32
